hand,num_opponents,equity,iters
KTo,4,0.264248,200000
KTo,5,0.221343,200000
KTo,6,0.191261,200000
KTo,7,0.167647,200000
KTo,8,0.147532,200000
KTs,1,0.61763,200000
KTs,2,0.448758,200000
KTs,3,0.354698,200000
KTs,4,0.298694,200000
KTs,5,0.259168,200000
KTs,6,0.228759,200000
KTs,7,0.204281,200000
KTs,8,0.184865,200000
Q2o,1,0.472535,200000
Q2o,2,0.285613,200000
Q2o,3,0.200717,200000
Q2o,4,0.154536,200000
Q2o,5,0.123676,200000
Q2o,6,0.103776,200000
Q2o,7,0.089181,200000
Q2o,8,0.07745,200000
Q2s,1,0.500417,200000
Q2s,2,0.323485,200000
Q2s,3,0.24255,200000
Q2s,4,0.197676,200000
Q2s,5,0.168929,200000
Q2s,6,0.147156,200000
Q2s,7,0.13176,200000
Q2s,8,0.120219,200000
Q3o,1,0.48222,200000
Q3o,2,0.295074,200000
Q3o,3,0.207718,200000
Q3o,4,0.161322,200000
Q3o,5,0.130463,200000
Q3o,6,0.107699,200000
Q3o,7,0.090127,200000
Q3o,8,0.07936,200000
Q3s,1,0.509482,200000
Q3s,2,0.330624,200000
Q3s,3,0.249607,200000
Q3s,4,0.200925,200000
Q3s,5,0.171296,200000
Q3s,6,0.148774,200000
Q3s,7,0.133767,200000
Q3s,8,0.12205,200000
Q4o,1,0.49236,200000
Q4o,2,0.303787,200000
Q4o,3,0.21561,200000
Q4o,4,0.166559,200000
Q4o,5,0.13371,200000
Q4o,6,0.111282,200000
Q4o,7,0.095501,200000
Q4o,8,0.08067,200000
Q4s,1,0.51837,200000
Q4s,2,0.339198,200000
Q4s,3,0.256233,200000
Q4s,4,0.207201,200000
Q4s,5,0.174818,200000
Q4s,6,0.153444,200000
Q4s,7,0.137897,200000
Q4s,8,0.124464,200000
Q5o,1,0.50061,200000
Q5o,2,0.312616,200000
Q5o,3,0.223831,200000
Q5o,4,0.171253,200000
Q5o,5,0.137342,200000
Q5o,6,0.11523,200000
Q5o,7,0.097861,200000
Q5o,8,0.083639,200000
Q5s,1,0.52681,200000
Q5s,2,0.34815,200000
Q5s,3,0.2618,200000
Q5s,4,0.21204,200000
Q5s,5,0.181161,200000
Q5s,6,0.157465,200000
Q5s,7,0.138793,200000
Q5s,8,0.126126,200000
Q6o,1,0.51002,200000
Q6o,2,0.323105,200000
Q6o,3,0.230554,200000
Q6o,4,0.178433,200000
Q6o,5,0.143783,200000
Q6o,6,0.119441,200000
Q6o,7,0.102632,200000
Q6o,8,0.087577,200000
Q6s,1,0.535535,200000
Q6s,2,0.356455,200000
Q6s,3,0.270304,200000
Q6s,4,0.219382,200000
Q6s,5,0.184114,200000
Q6s,6,0.160027,200000
Q6s,7,0.143734,200000
Q6s,8,0.12845,200000
Q7o,1,0.517493,200000
Q7o,2,0.329643,200000
Q7o,3,0.239264,200000
Q7o,4,0.185832,200000
Q7o,5,0.151129,200000
Q7o,6,0.12472,200000
Q7o,7,0.107054,200000
Q7o,8,0.091757,200000
Q7s,1,0.542933,200000
Q7s,2,0.364421,200000
Q7s,3,0.276704,200000
Q7s,4,0.225295,200000
Q7s,5,0.191585,200000
Q7s,6,0.165137,200000
Q7s,7,0.147289,200000
Q7s,8,0.13158,200000
Q8o,1,0.53606,200000
Q8o,2,0.353696,200000
Q8o,3,0.261753,200000
Q8o,4,0.20598,200000
Q8o,5,0.167398,200000
Q8o,6,0.14159,200000
Q8o,7,0.120777,200000
Q8o,8,0.105373,200000
Q8s,1,0.55939,200000
Q8s,2,0.385603,200000
Q8s,3,0.298455,200000
Q8s,4,0.244627,200000
Q8s,5,0.207239,200000
Q8s,6,0.181009,200000
Q8s,7,0.15984,200000
Q8s,8,0.145579,200000
Q9o,1,0.556042,200000
Q9o,2,0.375613,200000
Q9o,3,0.282778,200000
Q9o,4,0.227767,200000
Q9o,5,0.189493,200000
Q9o,6,0.158473,200000
Q9o,7,0.137575,200000
Q9o,8,0.119769,200000
Q9s,1,0.577117,200000
Q9s,2,0.407918,200000
Q9s,3,0.319543,200000
Q9s,4,0.263569,200000
Q9s,5,0.225748,200000
Q9s,6,0.197998,200000
Q9s,7,0.177076,200000
Q9s,8,0.159242,200000
QJo,1,0.580235,200000
QJo,2,0.414279,200000
QJo,3,0.325474,200000
QJo,4,0.270017,200000
QJo,5,0.22904,200000
QJo,6,0.19849,200000
QJo,7,0.172187,200000
QJo,8,0.151739,200000
QJs,1,0.602287,200000
QJs,2,0.43992,200000
QJs,3,0.355684,200000
QJs,4,0.302138,200000
QJs,5,0.261738,200000
QJs,6,0.232966,200000
QJs,7,0.206841,200000
QJs,8,0.186847,200000
QQ,1,0.798725,200000
QQ,2,0.648345,200000
QQ,3,0.536428,200000
QQ,4,0.447214,200000
QQ,5,0.379491,200000
QQ,6,0.327161,200000
QQ,7,0.284598,200000
QQ,8,0.248511,200000
QTo,1,0.573125,200000
QTo,2,0.403897,200000
QTo,3,0.313295,200000
QTo,4,0.256038,200000
QTo,5,0.21686,200000
QTo,6,0.186454,200000
QTo,7,0.163673,200000
QTo,8,0.145563,200000
QTs,1,0.594685,200000
QTs,2,0.431743,200000
QTs,3,0.345501,200000
QTs,4,0.288908,200000
QTs,5,0.249793,200000
QTs,6,0.220558,200000
QTs,7,0.19899,200000
QTs,8,0.180442,200000
T2o,1,0.417007,200000
T2o,2,0.248186,200000
T2o,3,0.174353,200000
T2o,4,0.133042,200000
T2o,5,0.105646,200000
T2o,6,0.08853,200000
T2o,7,0.075416,200000
T2o,8,0.064898,200000
T2s,1,0.448533,200000
T2s,2,0.287574,200000
T2s,3,0.214984,200000
T2s,4,0.174531,200000
T2s,5,0.150153,200000
T2s,6,0.131438,200000
T2s,7,0.116159,200000
T2s,8,0.105407,200000
T3o,1,0.427185,200000
T3o,2,0.254966,200000
T3o,3,0.180097,200000
T3o,4,0.137527,200000
T3o,5,0.110897,200000
T3o,6,0.091512,200000
T3o,7,0.077491,200000
T3o,8,0.067295,200000
T3s,1,0.458285,200000
T3s,2,0.294573,200000
T3s,3,0.221451,200000
T3s,4,0.179267,200000
T3s,5,0.152087,200000
T3s,6,0.1322,200000
T3s,7,0.11873,200000
T3s,8,0.108305,200000
T4o,1,0.43444,200000
T4o,2,0.264359,200000
T4o,3,0.187266,200000
T4o,4,0.144654,200000
T4o,5,0.114883,200000
T4o,6,0.095311,200000
T4o,7,0.080356,200000
T4o,8,0.069198,200000
T4s,1,0.466065,200000
T4s,2,0.300707,200000
T4s,3,0.227657,200000
T4s,4,0.183651,200000
T4s,5,0.155895,200000
T4s,6,0.136828,200000
T4s,7,0.12157,200000
T4s,8,0.108656,200000
T5o,1,0.44396,200000
T5o,2,0.270297,200000
T5o,3,0.193001,200000
T5o,4,0.146291,200000
T5o,5,0.120042,200000
T5o,6,0.098155,200000
T5o,7,0.08357,200000
T5o,8,0.072512,200000
T5s,1,0.47338,200000
T5s,2,0.308103,200000
T5s,3,0.233456,200000
T5s,4,0.187874,200000
T5s,5,0.158482,200000
T5s,6,0.137921,200000
T5s,7,0.123988,200000
T5s,8,0.112261,200000
T6o,1,0.461345,200000
T6o,2,0.291034,200000
T6o,3,0.211552,200000
T6o,4,0.164354,200000
T6o,5,0.133202,200000
T6o,6,0.11194,200000
T6o,7,0.095562,200000
T6o,8,0.084756,200000
T6s,1,0.487655,200000
T6s,2,0.326325,200000
T6s,3,0.249441,200000
T6s,4,0.204142,200000
T6s,5,0.174009,200000
T6s,6,0.151546,200000
T6s,7,0.135134,200000
T6s,8,0.122288,200000
T7o,1,0.47807,200000
T7o,2,0.313813,200000
T7o,3,0.231135,200000
T7o,4,0.182784,200000
T7o,5,0.149672,200000
T7o,6,0.126411,200000
T7o,7,0.110345,200000
T7o,8,0.096428,200000
T7s,1,0.508045,200000
T7s,2,0.34536,200000
T7s,3,0.268845,200000
T7s,4,0.220977,200000
T7s,5,0.189235,200000
T7s,6,0.1654,200000
T7s,7,0.147705,200000
T7s,8,0.134462,200000
T8o,1,0.497525,200000
T8o,2,0.333962,200000
T8o,3,0.25208,200000
T8o,4,0.204523,200000
T8o,5,0.169889,200000
T8o,6,0.144937,200000
T8o,7,0.124961,200000
T8o,8,0.109656,200000
T8s,1,0.523162,200000
T8s,2,0.368229,200000
T8s,3,0.287462,200000
T8s,4,0.239883,200000
T8s,5,0.207021,200000
T8s,6,0.182743,200000
T8s,7,0.162044,200000
T8s,8,0.146337,200000
T9o,1,0.515558,200000
T9o,2,0.356616,200000
T9o,3,0.277407,200000
T9o,4,0.224074,200000
T9o,5,0.189394,200000
T9o,6,0.162934,200000
T9o,7,0.142226,200000
T9o,8,0.125915,200000
T9s,1,0.542588,200000
T9s,2,0.386508,200000
T9s,3,0.310247,200000
T9s,4,0.259568,200000
T9s,5,0.22354,200000
T9s,6,0.197254,200000
T9s,7,0.175599,200000
T9s,8,0.161967,200000
TT,1,0.751753,200000
TT,2,0.575006,200000
TT,3,0.450866,200000
TT,4,0.364617,200000
TT,5,0.298881,200000
TT,6,0.251713,200000
TT,7,0.217495,200000
TT,8,0.190485,200000
